origen,destino,nombre_transportista,total_viajes,codigo,codigo_referencia,direccion,ciudad,provincia,pais,nif,telefono,telefono_movil,email,adr,completo
BARCELONA,LA RIOJA,TAFATRANS LOGISTICA Y SERVICIOS  S.L.,735,,,,,,,,,,trafico@grupotafatrans.com,,
BARCELONA,LA RIOJA,JAVIER AGUIRRE IGAL  S.L.,573,,,,,,,,,,j.aguirreigal@hotmail.com,,
BARCELONA,LA RIOJA,ANDIKETA S.L.,1164,,,,,,,,615986812,,andiketagasoleos@gmail.com,,
BARCELONA,LA RIOJA,TTES. MIGUEL ANGEL VIGUERA  S.A.,2247,,,,,,,,,,marioviguera@transportesmaviguera.com,,
BARCELONA,LA RIOJA,TRANSCUÑA  S.L.,1822,,,,,,,,,,transcuna@yahoo.es,,
BARCELONA,LA RIOJA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,LA RIOJA, ANDOTRANS S. XXI S.L.U. ,2458,,,,,,,,,,,,
BARCELONA,SALAMANCA,A.T.SANCHEZ DTS  S.L.,24,,,,,,,,,,dts@dtstransportes.com,,
BARCELONA,SALAMANCA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,SALAMANCA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA,SALAMANCA,COTRADISA  SOC. COOP,1857,,,,,,,,,,cotradisa@cotradisa.es,,
BARCELONA,CANTABRIA,TTES. Y LOGISTICA RAMON GUTIERREZ  S.L.,2352,,,,,,,,,,trafico@transportesgutierrez.es,,
BARCELONA,SEGOVIA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
BARCELONA,SEGOVIA,PORTUGAL FERNANDEZ  ANTONIO ALVARO,2130,,,,,,,,,,983294468@telefonica.net,,
BARCELONA,SEGOVIA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,SEGOVIA,RAUDOVAN TRANSPORTS  S.L.,585,,,,,,,,,,barcelona@raudovan.com,,
BARCELONA,SEGOVIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,SEVILLA,TRANS BULL & SERR SL,419,,,,,,,,666449512,,info@transportesbulnes.com,,
BARCELONA,SEVILLA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,SEVILLA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,SORIA,TRANS-ROYPE  S.L.U.,821,,,,,,,,617310201,,transroype@hotmail.com,,
BARCELONA,SORIA,A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.,612,,,,,,,,,,administracion@lmglogistic.com,,
BARCELONA,SORIA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,SORIA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
BARCELONA,SORIA,TRANSPORTES RIBEIRAL  SDA. ,631,,,,,,,,,,TRIBEIRAL@GMAIL.COM,,
BARCELONA,TARRAGONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,TARRAGONA,TRANSFONT  S.L.,1756,,,,,,,,,,transfont@transfont.com,,
BARCELONA,TERUEL,EJE DEL EBRO  S.L. ,2124,,,,,,,,,,,,
BARCELONA,TERUEL,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,TERUEL,TRASANDA  S.L.,1266,,,,,,,,636952977,,administracion@yusbelenguer.com,,
BARCELONA,TERUEL,TRANSPORTS MARTI GAUXACHS  S.L.,1305,,,,,,,,,,logistica@transportsmartigauxachs.com,,
BARCELONA,TERUEL,JESUS MANUEL NEIRO NOYA (NE LOGISTIC),2199,,,,,,,,,,,,
BARCELONA,TERUEL,MESQUITRANS ESPAÑA  S.L.,1279,,,,,,,,,,mesquitrans@mesquitrans.eu,,
BARCELONA,TERUEL,DISTRANS DALMAU  S.L.,2116,,,,,,,,630388513,,distrans@tinet.cat,,
BARCELONA,TERUEL,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,TERUEL,BORREGO VILARASAU  ERIC,2359,,,,,,,,,,transborgon@gmail.com,,
BARCELONA,TERUEL,INTERNATIONALE LAGERLOGISTIK SYSTEME  S.,2440,,,,,,,,,,,,
BARCELONA,TOLEDO,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
BARCELONA,TOLEDO,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
BARCELONA,TOLEDO,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
BARCELONA,TOLEDO,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,TOLEDO,ENVIOS RAPIDOS VALENCIA  S.L (RAMONEDA),1940,,,,,,,,691561497,,jsoriano@ramoneda.es,,
BARCELONA,TOLEDO,MAPALVI-TOUR  S.L.U.,2143,,,,,,,,,,trafico@mapalvi.es,,
BARCELONA,TOLEDO,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA,TOLEDO,TRANS. ANTONIO FERNÁNDEZ PECES  S.L.,1946,,,,,,,,659915955,,ferantoniope@hotmail.com,,
BARCELONA,TOLEDO,TRANSIMER DUERO  S.L.U.,2033,,,,,,,,,,logistica@transimer.es,,
BARCELONA,TOLEDO,LOGISTICA CHAPINAL  S.L.,2220,,,,,,,,,,,,
BARCELONA,TOLEDO,ANGEL TORIJANO MORENO,2279,,,,,,,,,,angeltorijano@hotmail.es,,
BARCELONA,TOLEDO,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,TOLEDO,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,TOLEDO,SERTRANS LEVANTE  S.A.,327,,,,,,,,669870470,,,,
BARCELONA,TOLEDO,TRANSPORTES EL MIELERO  S.L.,198,,,,,,,,,,transerranos@hotmail.com,,
BARCELONA ,VALENCIA ,TRANSMUAL  SOLUCIONES LOGISTICAS  S.L.,1747,,,,,,,,623588315,,trafico@logisticatransmual.com,,
BARCELONA ,VALENCIA ,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
BARCELONA ,VALENCIA ,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
BARCELONA ,VALENCIA ,TRANSRIBERA COOP.V.,223,,,,,,,,,,,,
BARCELONA ,VALENCIA ,SEBASTIAN ORTEGA PEREZ,2,,,,,,,,677477987,,sebas.ortega.perez@gmail.com,,
BARCELONA ,VALENCIA ,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
BARCELONA ,VALENCIA ,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
BARCELONA ,VALENCIA ,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA ,VALENCIA ,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA ,VALENCIA ,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
BARCELONA ,VALENCIA ,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA ,VALENCIA ,ENVIOS RAPIDOS VALENCIA  S.L (RAMONEDA),1940,,,,,,,,691561497,,jsoriano@ramoneda.es,,
BARCELONA ,VALENCIA ,TAE TRANSPORTS I SERVEIS INTEGRALS  S.L.,1538,,,,,,,,,,,,
BARCELONA ,VALENCIA ,MOTRANSVAL  S.L.,1807,,,,,,,,,,pablorozalen@montransval.com,,
BARCELONA ,VALENCIA ,TRANSFONT  S.L.,1756,,,,,,,,,,transfont@transfont.com,,
BARCELONA ,VALENCIA ,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
BARCELONA ,VALENCIA ,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
BARCELONA ,VALENCIA ,TRANSGONZALEZ RUIZ  S.L.,1023,,,,,,,,,,transgonzalezruiz@gmail.com,,
BARCELONA ,VALENCIA ,TRANSPORTES MEDINA ORTEGA  S.L.,825,,,,,,,,,,transportesmedina@transportesmedina.com,,
BARCELONA ,VALENCIA ,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
BARCELONA ,VALENCIA ,OLEKSIY MUDRYAK VARVARYUK,2332,,,,,,,,,,mudryakalexey@gmail.com,,
BARCELONA ,VALENCIA ,JOMAN LOGISTIC  S.L.,112,,,,,,,,,,administracion@jomanlogistic.com,,
BARCELONA ,VALENCIA ,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA ,VALENCIA ,MARIA PILAR NIEVES LOPEZ PLA,2387,,,,,,,,,,javiermartinezcuenca@hotmail.com,,
BARCELONA ,VALENCIA ,EUROPE EXPRESS DELIVERY  S.L. (ABIAN) AB,289,,,,,,,,,,,,
BARCELONA,VIZCAYA,LGK  S.L.,600,,,,,,,,,,LGK@LGK.ES,,
BARCELONA,VIZCAYA,DAYCOTRANS  S.L.,2063,,,,,,,,,,,,
BARCELONA,VIZCAYA,COOPERATIVA CANTABRA DE TRANSPORTES,56,,,,,,,,,,cocantra@cocantra.com,,
BARCELONA,VIZCAYA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA,VIZCAYA,EJE DEL EBRO  S.L. ,2124,,,,,,,,,,,,
BARCELONA,VIZCAYA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
BARCELONA,VIZCAYA,ANATOLIE SAVCIUC,1780,,,,,,,,671774233,,savciucanatolie@gmail.com,,
BARCELONA,VIZCAYA,TRANSPORTE Y LOGISTICA SJM 2018 S.L.,1158,,,,,,,,,,info@sjmlogitrans.es,,
BARCELONA,VIZCAYA,GOIKOGARR  S.L.,833,,,,,,,,607756960,,goikogar@hotmail.com,,
BARCELONA,VIZCAYA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,VIZCAYA,SERGIU LAPTENU,1867,,,,,,,,,,marinalapteanu@gmail.com,,
BARCELONA,VIZCAYA,SERGIO RIOJA GONZALEZ,1956,,,,,,,,659 53 65 53 ,,sergio_rioja@yahoo.es,,SI
BARCELONA,VIZCAYA,LOGISTICA MARKEL  S.L.,2011,,,,,,,,,,,,
BARCELONA,VIZCAYA,ALQUILERES ORTIZ SOLIS,1974,,,,,,,,,,trafico@transortiz.es,,
BARCELONA,VIZCAYA,TRANSPORTES AQUINO ESPINOZA  S.L. ,707,,,,,,,,,,herbert_197@hotmail.com,,
BARCELONA,VIZCAYA,CARMELO BAYON GARCIA,807,,,,,,,,629709629,,cbayon4@hotmail.es,,
BARCELONA,VIZCAYA,TRANSPORTES RODRIGUEZ CARNERO  S.L.,1464,,,,,,,,687694644,,,,
BARCELONA,VIZCAYA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,VIZCAYA,TRANSBIDASOA S.A,185,,,,,,,,,,nacional@transbidasoa.com,,
BARCELONA,VIZCAYA,IONEL MATUS,1705,,,,,,,,,,,,
BARCELONA,VIZCAYA,TRANSPORTES MENCHEN-ROMERO  S.L.,575,,,,,,,,,,lopezl@menchenromero.com,,
BARCELONA,VIZCAYA, ROBERTRANSP VIZCAYA  S.L.,638,,,,,,,,,,robertrans@robertrans.com,,
BARCELONA,VIZCAYA,MARTIN DIMITROV KLISURSKI,2328,,,,,,,,,,matetoklisursky@gmail.com,,
BARCELONA,VIZCAYA,FICALTO 2010 COMERCIAL DE TRANSPORTE  S.,1028,,,,,,,,,,,,
BARCELONA,VIZCAYA,IGNACIO JAVIER DIEZ VEGA,659,,,,,,,,,,volvo6910@hotmail.com,,
BARCELONA,VIZCAYA,ARGÜELLES RIVAS  ALBERTO RAFAEL,1475,,,,,,,,635409776,,,,
BARCELONA,VIZCAYA,LOGISTICA FONT I FILLS  S.L.,1239,,,,,,,,,,fontfills@gmail.com,,
BARCELONA,VIZCAYA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
BARCELONA,VIZCAYA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,VIZCAYA,JAVIER RIOJA GONZALEZ,1793,,,,,,,,686 11 85 99,,j.riojatransportes@gmail.com,,SI
BARCELONA,VIZCAYA,DIANA OPREA,2424,,,,,,,,,,,,
BARCELONA,VIZCAYA,SPEDIREUS S.L.,2219,,,,,,,,,,trafico@spedireus.com,,
BARCELONA ,VALLADOLID,A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.,612,,,,,,,,,,administracion@lmglogistic.com,,
BARCELONA ,VALLADOLID,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA ,VALLADOLID,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA ,VALLADOLID,GOHERTRANS LOGISTICA  S.L.,94,,,,,,,,,,info@gohertrans.com,,
BARCELONA ,VALLADOLID,TRANSPORTES PICANTILLO  S.L. (TP GROUP),2238,,,,,,,,,,,,
BARCELONA ,VALLADOLID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA ,VALLADOLID,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA ,VALLADOLID,TRANSBARCELONA TTES. LOGISTICOS  S.L.,1709,,,,,,,,,,,,
BARCELONA ,VALLADOLID,OPERADOR DE TRANSPORTES JULSA  S.L.,677,,,,,,,,655847288,,otjulsa@gmail.com,,
BARCELONA,ZARAGOZA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,ZARAGOZA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,ZARAGOZA,MIGUEL ROCA BELTRAN,2136,,,,,,,,,,elcamiondemiguel@hotmail.com,,
BARCELONA,ZARAGOZA,RAUDOVAN TRANSPORTS  S.L.,585,,,,,,,,,,barcelona@raudovan.com,,
BARCELONA,ZARAGOZA,TRANSPORTES ALFREDO CABALLERO  S.L.,2133,,,,,,,,,,f.valdivia@transportescaballero.es,,
BARCELONA,ZARAGOZA,NAYATRANS LOGISTICA  S.L.,139,,,,,,,,,,trafico@nayatrans.com,,
BARCELONA,ZARAGOZA,ANTONIO LAJUSTICIA  S.L.,1410,,,,,,,,,,antonio@grupopina.com,,
BARCELONA,ZARAGOZA,SERGIO ALVAREZ FORNIES,2184,,,,,,,,,,salfor76@gmail.com,,
BARCELONA,ZARAGOZA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
BARCELONA,ZARAGOZA,RUTAS NICOLAS  S.L.,166,,,,,,,,,,rutasnicolas@hotmail.com,,
BARCELONA,ZARAGOZA,TRANSPORTES GANARUL E HIJOS,743,,,,,,,,,,transportesganarulehijos@hotmail.com,,
BARCELONA,ZARAGOZA,JIMETRANS GARCIA  S.L.,2307,,,,,,,,,,jimetrans@jimetrans.com,,
BARCELONA,ZARAGOZA,DUVENBECK LOGISTICA  S.L.,1359,,,,,,,,,,svazquez@duvenbeck.de,,
BARCELONA,ZARAGOZA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BARCELONA,ZARAGOZA,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
BARCELONA,ZARAGOZA,GICU EXPEDITION SPAIN  S.L.,2378,,,,,,,,677480797,,FACTURACION@GICUEXPEDITION.EU,,
BARCELONA,ZARAGOZA,RINSE SERVICIOS LOGISTICOS  S.L,641,,,,,,,,,,rinse@rinse.es,,
BARCELONA,ZARAGOZA,TRANSPORTS BOOMERANG SBD  S.L.,1354,,,,,,,,,,trafico@boomerangsbd.com,,
BARCELONA,ZARAGOZA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
BARCELONA,ZARAGOZA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BELGICA,MADRID,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
BELGICA,VALENCIA,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
BELGICA,BARCELONA,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
BELGICA,BARCELONA,EXE GLOBAL FORWARDERS  S.L.(ENVIOXENVIO),1415,,,,,,,,,,trafico@envioxenvio.es,,
BARCELONA,LA CORUNA,TRANSCASILLAS  SL,782,,,,,,,,663608733,,transcasillas@gmail.com,,
BARCELONA,LA CORUNA,LIMIA HERNANDEZ  JOSE JAVIER,2161,,,,,,,,,,translidez@gmail.com,,
BARCELONA,LA CORUNA,GAGOTRANS LALIN  S.L.,90,,,,,,,,,,trafico@gagotrans.com,,
BARCELONA,PONTEVEDRA,TRANSMIÑO 2015  S.L.,2141,,,,,,,,,,,,
BARCELONA,PONTEVEDRA,OSWALDO PAZOS FERNANDEZ,2321,,,,,,,,,,waldo-1972@hotmail.com,,
ALAVA,ALAVA,HIALPRE  S.L.,2159,,,,,,,,,,I.ZALDUA@HIALPRE.ES,,
ALAVA,ALAVA,ALMACENAJE Y DISTRIBUCIÓN DEL NORTE  S.L,28,,,,,,,,,,comercial@aldinor.com,,
ALAVA,ALAVA,VALENTIN ALEXANDRU,2425,,,,,,,,,,,,
ALAVA,ALAVA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
GUIPUZCOA,GUIPUZCOA,ALMACENAJE Y DISTRIBUCIÓN DEL NORTE  S.L,28,,,,,,,,,,comercial@aldinor.com,,
GUIPUZCOA,GUIPUZCOA,RAUDOVAN TRANSPORTS  S.L.,585,,,,,,,,,,barcelona@raudovan.com,,
GUIPUZCOA,GUIPUZCOA,TRANSPORTES ARGATXA  S.A.,1758,,,,,,,,,,trafico@transargatxa.com,,
GUIPUZCOA,GUIPUZCOA,ALTRADI  S.L.,504,,,,,,,,,,ALTRADI@ALTRADI.COM,,
GUIPUZCOA,GUIPUZCOA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
GUIPUZCOA,GUIPUZCOA,LGK  S.L.,600,,,,,,,,,,LGK@LGK.ES,,
GUIPUZCOA,GUIPUZCOA,GONHER-EXPRESS S.L.,1909,,,,,,,,,,,,
GUIPUZCOA,GUIPUZCOA,TRANSPORTES LINAREJOS  S.L.,1984,,,,,,,,639371993,,linarejos@linarejos.net,,
CANTABRIA,CANTABRIA,FRESNETRANS  S.L.,2293,,,,,,,,,,,,
CANTABRIA,CANTABRIA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
CANTABRIA,CANTABRIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
CANTABRIA,CANTABRIA,ALMACENAJE Y DISTRIBUCIÓN DEL NORTE  S.L,28,,,,,,,,,,comercial@aldinor.com,,
CANTABRIA,CANTABRIA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
CANTABRIA,CANTABRIA,SERVICIOS LOGISTICOS KAORSA  S.L.,2356,,,,,,,,,,a.ortiz.zarate@gmail.com,,
VIZCAYA,CADIZ,DIVISION DE TTRES J.L.PANTOJA  S.L.,65,,,,,,,,,,internacional@grupopantoja.com,,
BARCELONA,CASTELLON,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BURGOS,BARCELONA,TRANSBARCELONA TTES. LOGISTICOS  S.L.,1709,,,,,,,,,,,,
BURGOS,BARCELONA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BURGOS,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BURGOS,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
BURGOS,BARCELONA,A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.,612,,,,,,,,,,administracion@lmglogistic.com,,
BURGOS,BARCELONA,TRANSPORTES ALVAR GR  S.L.U.,2035,,,,,,,,618939791,,transportesalvargr@hotmail.com,,
BURGOS,BARCELONA,TRANSPALOMARES LLONGO  S.L.,991,,,,,,,,625378983,,transpalomares@transpalomares.com,,
BURGOS,BARCELONA,SERGIU LAPTENU,1867,,,,,,,,,,marinalapteanu@gmail.com,,
BURGOS,BARCELONA,TRANSPORTES LINAREJOS  S.L.,1984,,,,,,,,639371993,,linarejos@linarejos.net,,
BURGOS,BARCELONA,RINSE SERVICIOS LOGISTICOS  S.L,641,,,,,,,,,,rinse@rinse.es,,
BURGOS,BARCELONA,HIRUTRANS GARRAIOAK  S.L. (HTG EXPRESS),1561,,,,,,,,,,admon@htg-express.com,,
BURGOS,BARCELONA,TRANS-CODO  S.L.,2324,,,,,,,,,,transcodo@transcodo.es,,
BURGOS,BARCELONA,ALBERTONI INTERNATIONAL SRL,2353,,,,,,,,,,transalbertoni@gmail.com,,
BURGOS,BARCELONA,RICARDO CAMPO IBAÑEZ,162,,,,,,,,,,transportesricardo@gmail.com,,
BURGOS,BARCELONA,LEMAN LTS  S.L.,2080,,,,,,,,,,trafico@pereztejedor.com,,
BURGOS,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BURGOS,BARCELONA,OPERADOR DE TRANSPORTES ELISEO  S.L,145,,,,,,,,,,correo@oteliseo.es,,
BURGOS,BARCELONA,ALIN BOGDAN CIREBEA,1805,,,,,,,,663847884,,,,
BURGOS,BARCELONA,COOPERATIVA CANTABRA DE TRANSPORTES,56,,,,,,,,,,cocantra@cocantra.com,,
BURGOS,BARCELONA,GOHERTRANS LOGISTICA  S.L.,94,,,,,,,,,,info@gohertrans.com,,
BURGOS,CASTELLON,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BURGOS,MADRID,ENRIQUE MIGUEL CAMARERO,78,,,,,,,,,,miguel@servicioslogisticos.net,,
BURGOS,PONTEVEDRA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BURGOS,PONTEVEDRA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BURGOS,PONTEVEDRA,ALEXANDER QUINTANA VAZQUEZ,1907,,,,,,,,645718872,,alex.quintana.90@gmail.com,,
BURGOS,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
BURGOS,VALENCIA,ENRIQUE MIGUEL CAMARERO,78,,,,,,,,,,miguel@servicioslogisticos.net,,
BURGOS,VALENCIA,EMDIPA S.L,1093,,,,,,,,,,ops.mad@emdipa.com,,
BURGOS,VALENCIA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BURGOS,VALENCIA,LEMAN LTS  S.L.,2080,,,,,,,,,,trafico@pereztejedor.com,,
BURGOS,VALENCIA,TRANSMUAL  SOLUCIONES LOGISTICAS  S.L.,1747,,,,,,,,623588315,,trafico@logisticatransmual.com,,
BURGOS,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BURGOS,VALENCIA,TTES REGULARES DEL ARANDA S.L,228,,,,,,,,,,traficoregulares@gmail.com,,
BURGOS,VALENCIA,GRUPO GARCIA CAMARERO SA,2227,,,,,,,,,,rgarcia@grupogarciacamarero.com,,
BURGOS,VALENCIA,MIHAI ANDREI,1737,,,,,,,,635813241,,mihaijnb36@gmail.com,,NO
BURGOS,VALENCIA,MIGUEL ANGEL CID GARCIA,1055,,,,,,,,,,angelcid8@hotmail.com,,
BURGOS,VALENCIA,MOLINERO IBAÑEZ  RUFINO,2240,,,,,,,,,,rufino.molinero@gmail.com,,
BURGOS,VALENCIA,BARTOLOME CONDADO OSCAR MIGUEL,1810,,,,,,,,,,oscaramaia@gmail.com,,
BURGOS,VALENCIA,LOGISTIC INTERNACIONAL ROCHEL  S.L,906,,,,,,,,,,trafico@gruporochel.com,,
BURGOS,VALENCIA,TRANSPORTES PAYA DIAZ  S.L.,2277,,,,,,,,,,,,
BURGOS,VALENCIA,GUTIERREZ RUIZ RUBEN CARLOS,1462,,,,,,,,929480957,,,,
BURGOS,VALENCIA,TRANSPORTES VICENTE CEBALLOS REVILLA  S.,1873,,,,,,,,653753815,,,,
BURGOS,VALENCIA,TRANSBARCELONA TTES. LOGISTICOS  S.L.,1709,,,,,,,,,,,,
BURGOS,VALENCIA,IBERTRANS 68 S.L.,1823,,,,,,,,,,,,
BURGOS,VALENCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BURGOS,VALENCIA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
BURGOS,VALENCIA,TRANSGECAN  S.L.,230,,,,,,,,,,transgecan@hotmail.com,,
BURGOS,VALENCIA,TRANSPORTS PINEDA MORELL  S.L.,2382,,,,,,,,,,,,
BURGOS,VALENCIA,TRANSPORTES ALVAR GR  S.L.U.,2035,,,,,,,,618939791,,transportesalvargr@hotmail.com,,
BURGOS,VALENCIA,FRANCISCO JAVIER AGUILERA DOMINGO ,2392,,,,,,,,,,pormiscojones33@hotmail.com,,
BURGOS,VALENCIA,Transportes Ismael Alvarez Hernandez,2414,,,,,,,,,,,,
BURGOS,VALENCIA,ELENA ALONSO BARRIO,2429,,,,,,,,,,,,
BURGOS,VALENCIA,RAL RIOJA S.L.,787,,,,,,,,,,administracion@ralrioja.com,,
BURGOS,VALENCIA,TRANSPORTES ZANCADA  S.L.,1065,,,,,,,,,,transporteszancada@gmail.com,,
