origen;destino;nombre_transportista;total_viajes;codigo;codigo_referencia;direccion;ciudad;provincia;pais;nif;telefono;telefono_movil;email;adr;completo
VALENCIA;AVILA;JUAN JOSE HERNANDEZ ESCRIBANO;;;;;;;;;;;;;
ORENSE;BARCELONA;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
BARCELONA;PAISES BAJ;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
BARCELONA;MADRID;AHERTRANS S.L.;;;;;;;;;;976587085;trafico@ahertrans.com;;
LEON;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
BARCELONA;LEON;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
BARCELONA;MADRID;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
BARCELONA;TOLEDO;MAPALVI-TOUR S.L.U.;;;;;;;;;;969250938;trafico@mapalvi.es;;
PALENCIA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
HUESCA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ASTURIAS;BARCELONA;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
MADRID;BURGOS;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ASTURIAS;PONTEVEDRA;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
PONTEVEDRA;ASTURIAS;TRANSPORTES ASTURIANOS S.C.L.;;;;;;;;;;902153217;transastur@transastur.com;;
MADRID;AVILA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
HUELVA;SEVILLA;EDUARDO MANUEL BULNES SERRANO;;;;;;;;;;607344248;info@transportesbulnes.com;;
VALENCIA;LA RIOJA;JORGE BONDIA TRANSPORTS S.L.;;;;;;;;;;670357919;trafico@jorgebondiatransports.es;;
BARCELONA;MURCIA;BERNATRANS LOGISTICA S.L.;;;;;;;;;;669859675;administracion@barnatranslogistica.com;;
MADRID ;BARCELONA;CARGOVIERA S.L.;;;;;;;;;;690868010;cargoviera77@gmail.com;;
VIZCAYA;ASTURIAS;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;VIZCAYA;ALMACENAJE Y DISTRIBUCIÓN DEL NORTE S.L;;;;;;;;;;946713055;comercial@aldinor.com;;
ALAVA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
PONTEVEDRA;VIZCAYA;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
MURCIA;VALENCIA;LOGISMUR S.L.;;;;;;;;;;968386020;;;
GUIPUZCOA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALICANTE;VALENCIA;TRANSPORTES GUERRERO 96 S.L.;;;;;;;;;;902301059;sandra@transportesguerrero.es;;
VIZCAYA;BARCELONA;TRANSVEL ARANDA S.L.;;;;;;;;;;947512186;transvel@linarejos.net;;
SEVILLA;CORDOBA;TRANSPORTES MOYA LOGISTICA INTEGRAL SL;;;;;;;;;;608553000;luis.m.moya.v@gmail.com;;
SEVILLA;HUELVA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
VIZCAYA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;MADRID ;JULIO SANCHIS MORA;;;;;;;;;;679438563;lachata-18@hotmail.com;;
PALENCIA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;PALENCIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
ALAVA;ALAVA;ALMACENAJE Y DISTRIBUCIÓN DEL NORTE S.L;;;;;;;;;;946713055;comercial@aldinor.com;;
BURGOS;BARCELONA;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
BELGICA;MADRID;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
GUADALAJARA;BARCELONA;SANCHEZ PULIDO JOSE ANTONIO;;;;;;;;;;695570475;;;
VALENCIA;TOLEDO;BUENDIA DOMINGUEZ ANA P. ;;;;;;;;;;961514924;annbuendia@gmail.com;;
VALENCIA;VIZCAYA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;PONTEVEDRA;PAN DA TERRA S.L.;;;;;;;;;;629838175;panartesano@gmail.com;;
PONTEVEDRA;LEON;TRANSPORTES RODRIGUEZ-ASTORGA S.L.;;;;;;;;;;619773708;trafico@rodriguezastorga.com;;
MADRID;GUIPUZCOA;GRUPO LOGISTICO ARNEDO S.L.U.;;;;;;;;;;902148484;teo.calvo@grupoarnedo.com;;
TARRAGONA;MADRID;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BARCELONA;ALAVA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
SEVILLA;HUELVA;EDUARDO MANUEL BULNES SERRANO;;;;;;;;;;607344248;info@transportesbulnes.com;;
VALENCIA;TOLEDO;TRANSPORTES JOSE-ANGEL MORENO SL;;;;;;;;;;658777411;transportesjoseamf@gmail.com;;
CADIZ;CADIZ;ANTONIO JESUS LOPEZ CARRION;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
FRANCIA;BARCELONA;TRANSPORTES CALSINA Y CARRE S.L;;;;;;;;;;935543416;nacionalpm@calsina-carre.com;;
BARCELONA;TOLEDO;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
BARCELONA;ALBACETE;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;CANTABRIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
MADRID;VALLADOLID;SANCHEZ VILLA FRANCISCO JAVIER;;;;;;;;;;605277345;blancolobospatricia@hotmail.com;;
VALENCIA;BARCELONA;VICENTE ROS PANACH;;;;;;;;;;963657147;transportespanach@gmail.com;;
MADRID;LEON;TRANSPORTES PATAQUINA S.L;;;;;;;;;;987512500;victoralvarezmerayo@hotmail.com;;
TARRAGONA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;BARCELONA;GESVALTRAN S.L.;;;;;;;;;;963137374;trafico@gesvaltran.com;;
GUADALAJARA;BARCELONA;SERTRANS CATALUNYA S.A.;;;;;;;;;;934627767;juanrodriguez@sertrans.es;;
BADAJOZ;VALENCIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VIZCAYA;ASTURIAS;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
ASTURIAS;BARCELONA;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
CANTABRIA;CANTABRIA;ALMACENAJE Y DISTRIBUCIÓN DEL NORTE S.L;;;;;;;;;;946713055;comercial@aldinor.com;;
BARCELONA;TERUEL;TRANSPORTS MARTI GAUXACHS S.L.;;;;;;;;;;977451990;logistica@transportsmartigauxachs.com;;
VALENCIA;MADRID;PARRA SANJUAN JUAN ANTONIO;;;;;;;;;;653279509;parrajuan2001.jp@gmail.com;;
ALAVA;BARCELONA;COOPERATIVA CANTABRA DE TRANSPORTES;;;;;;;;;;942260648;cocantra@cocantra.com;;
LEON;PONTEVEDRA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;BURGOS;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
SEGOVIA;VALENCIA  ;LEMAN LTS S.L.;;;;;;;;;;983605077;trafico@pereztejedor.com;;
MADRID;VALLADOLID;CORRIONERO GONZALEZ JOSE MANUEL;;;;;;;;;;662289462;jose.corrionero@yahoo.es;;
MADRID;LEON;TRANSPORTES CAMPONARAYA S.L.;;;;;;;;;;987416209;;;
VIZCAYA;BARCELONA;ALTRADI S.L.;;;;;;;;;;943331515;ALTRADI@ALTRADI.COM;;
MADRID;CACERES;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;ZARAGOZA;TRANSPORTES ALFREDO CABALLERO S.L.;;;;;;;;;;976459127;f.valdivia@transportescaballero.es;;
BURGOS;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;VALENCIA;TRANSPORTES LA PAZ LEVANTES.L.;;;;;;;;;;963661396;lapaz@transporteslapaz.com;;
HUESCA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALEMANIA;BARCELONA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
MADRID;LEON;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CADIZ;CADIZ;JOSE ANTONIO MOYA VAZQUEZ;;;;;;;;;;666457178;joseantoniomoyavazquez@gmail.com;;
MADRID;CIUDAD REAL;SANCHEZ ARENAS LOGISTICS S.L;;;;;;;;;;902886663;trafico@salogistics.es;;
BARCELONA;MADRID;SANCHEZ ARENAS LOGISTICS S.L;;;;;;;;;;902886663;trafico@salogistics.es;;
MADRID;GUADALAJARA;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
BARCELONA;GUADALAJARA;TRANSPORTES FLORES DE LUGO S.L.;;;;;;;;;;982202014;Transp.flores@hotmail.com;;
SEVILLA;SEVILLA;CASH ALIMENTACION SECOR S.L.;;;;;;;;;;654354496;;;
CADIZ;MADRID;SNARTRES LOGISTICS S.L.;;;;;;;;;;918771840;ruben.anton@sertrans.es;;
PONTEVEDRA;ASTURIAS;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
ALAVA;BARCELONA;DAYCOTRANS S.L.;;;;;;;;;;635736789;;;
VALENCIA;MURCIA;SEBASTIAN ORTEGA PEREZ;;;;;;;;;;677477987;sebas.ortega.perez@gmail.com;;
GUIPUZCOA;BARCELONA;DAYCOTRANS S.L.;;;;;;;;;;635736789;;;
VIZCAYA;BARCELONA;TRANSBIDASOA S.A;;;;;;;;;;948637875;nacional@transbidasoa.com;;
ZARAGOZA;BARCELONA;TRANSPORTES ALFREDO CABALLERO S.L.;;;;;;;;;;976459127;f.valdivia@transportescaballero.es;;
VALENCIA;ASTURIAS;TRANSFOMARTOS S.L.;;;;;;;;;;628788639;fomartos@gmail.com;;
SABADELL;SABADELL;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
HOLANDA;VALENCIA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
MADRID;GUADALAJARA;O.T. ALCAHUZ S.L.;;;;;;;;;;967579000;traficolevente@otalcahuz.com;;
PONTEVEDRA;ASTURIAS;ANDIKETA S.L.;;;;;;;;;;615986813;andiketagasoleos@gmail.com;;
BARCELONA;MURCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALBACETE;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CANTABRIA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
BARCELONA;AUSTRIA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
VIZCAYA;BARCELONA;TRANSPORTES RODRIGUEZ CARNERO S.L.;;;;;;;;;;943/800022;;;
MADRID;SEVILLA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
PORTUGAL;VALENCIA;TRANSMEC DE BORTOLI GROUP ESPAÑA S.A;;;;;;;;;;650372626;a.loeches@tdbg.es;;
BARCELONA;VIZCAYA;ANATOLIE SAVCIUC;;;;;;;;;;671774233;savciucanatolie@gmail.com;;
BARCELONA;MADRID;EXCELENTRANS S.L.;;;;;;;;;;654599435;logisticaexcelentrans@gmail.com;;
BURGOS;VALENCIA;EMDIPA S.L;;;;;;;;;;917480183;ops.mad@emdipa.com;;
ASTURIAS;PONTEVEDRA;GESTORA DEL MONSACRO S.L.;;;;;;;;;;648002403;gestoradelmonsacro@gmail.com;;
PONTEVEDRA;ASTURIAS;TRANSLOVI OPERADOR DE TRANSPORTE SLNE.;;;;;;;;;;625504920;belinda@translovi.com;;
BARCELONA;TERUEL;TRASANDA S.L.;;;;;;;;;;636952977;administracion@yusbelenguer.com;;
BARCELONA;MADRID;AGUNSA EUROPA S.A.;;;;;;;;;;697878867;valfonso@agunsaeuropa.com;;
BURGOS;VALENCIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
CASTELLON DE LA PLANA ;SEVILLA  VARIOS ANDALUCIA ;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
BARCELONA;TARRAGONA;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
BARCELONA;CANTABRIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
NAVARRA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
SEVILLA;CADIZ;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
MADRID;ALMERIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;MADRID ;GRUPO FERDITRANS S.L.;;;;;;;;;;649122901;;;
BARCELONA;LEON;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
LA CORUÑA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;BARCELONA;TRANSPORTES RICARDO MARTINEZ S.A.;;;;;;;;;;932630399;transports@transricardomartinez.com;;
VALENCIA;MADRID ;COOP TRANSPORTES SAN CRISTOBAL;;;;;;;;;;967490217;administracion@cointrans.es;;
VALENCIA;MADRID ;TTES. CTRA. HNOS RUBIO DE VALVERDE S.L.;;;;;;;;;;677807255;;;
PALENCIA;BARCELONA;TRANS-JELABEL S.L.;;;;;;;;;;983528033;alfonso.robles-extern@dbschenker.com;;
VALENCIA;MADRID ;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
VALENCIA;ASTURIAS;GONZALEZ SUAREZ FRANCISCO JAVIER;;;;;;;;;;985149105;javierpielago@hotmail.com;;
VALLADOLID;MADRID;JOSE JAVIER GOMEZ DE LA FUENTE;;;;;;;;;;983553363;transgdelafuente@gmail.com;;
CADIZ;ALMERIA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
VALENCIA;MADRID;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
BARCELONA;ALAVA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VIZCAYA;BARCELONA;TRASBIARGI GASTEIZ S.COOP.;;;;;;;;;;945269411;trafico1@trasbiargi.com;;
SALAMANCA;VALENCIA;SANCHEZ VILLA FRANCISCO JAVIER;;;;;;;;;;605277345;blancolobospatricia@hotmail.com;;
MADRID;PALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;TOLEDO;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;ASTURIAS;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;MADRID;MYKOLA NYKOLAYCHUK YASNYTSKA;;;;;;;;;;;;;
GUADALAJARA;BARCELONA;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
MADRID;SEVILLA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
BARCELONA;PALENCIA;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
BARCELONA;BURGOS;TRANSBARCELONATTES. LOGISTICOS S.L.;;;;;;;;;;935689160;;;
SALAMANCA;PONTEVEDRA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALLADOLID;PONTEVEDRA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
LEON;VALENCIA;TRANS-JELABEL S.L.;;;;;;;;;;983528033;alfonso.robles-extern@dbschenker.com;;
VALENCIA;MADRID;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
MADRID;SEVILLA;TRANSPORTES CAMPOS MORALLON S.L.;;;;;;;;;;696328303;transportescamposmorallon@gmail.com;;
ALBACETE;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
SEVILLA;SEVILLA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BARCELONA;VIZCAYA;GRUPAJES ESTRATEGICOS S.L.;;;;;;;;;;666676078;grupajes.es@gmail.com;;
MADRID;VALENCIA;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
MADRID;MADRID;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
BARCELONA;MADRID;OLCEDA TRANS S.L.;;;;;;;;;;628198655;olcedatrans18@gmail.com;;
BARCELONA;LEON;RAFALI S. L.;;;;;;;;;;987304954;RAFAEL CALVO;;
MADRID;ALAVA;ENRIQUE MIGUEL CAMARERO;;;;;;;;;;947482141;miguel@servicioslogisticos.net;;
VIZCAYA;LA RIOJA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BURGOS;VALENCIA;ENRIQUE MIGUEL CAMARERO;;;;;;;;;;947482141;miguel@servicioslogisticos.net;;
ITALIA;VALENCIA;IBERCONDOR BARCELONA S.A.;;;;;;;;;;934874761;oalvarez.bcn@ibercondor.com;;
LEON;VALENCIA;QUIROSTRUCK TRANSPORTES S.L.U.;;;;;;;;;;630473060;QUROSTRUCK@GMAIL.COM;;
VALENCIA;GUADALAJARA;OÑORO FERNANDEZ MIGUEL ANGEL;;;;;;;;;;616443098;transporte_syo@hotmail.com;;
VIZCAYA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;VALLADOLID;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
GUIPUZCOA;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;TARRAGONA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
GRANADA;SEVILLA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;BURGOS;ALTA LOGISTICA S.A.;;;;;;;;;;947512424;trafico@altalogistica.com;;
BARCELONA;ALAVA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;CORDOBA;O.T. ELIVICO S.L.;;;;;;;;;;637507554;contabilidad@otelivicosl.com;;
VALENCIA;VIZCAYA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
GUADALAJARA;BARCELONA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
VALENCIA;MADRID ;BUENDIA DOMINGUEZ ANA P. ;;;;;;;;;;961514924;annbuendia@gmail.com;;
FRANCIA ZONA 10 AEREO;MADRID;TRANSMEC DE BORTOLI GROUP ESPAÑA S.A;;;;;;;;;;650372626;a.loeches@tdbg.es;;
SEGOVIA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VALENCIA;MADRID ;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;CASTELLON;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
GUADALAJARA;BARCELONA;OSARO EKOMA JANET;;;;;;;;;;669855668;osaro.transporte@yahoo.es;;
VALENCIA;MADRID ;PARRA SANJUAN JUAN ANTONIO;;;;;;;;;;653279509;parrajuan2001.jp@gmail.com;;
PORTUGAL;BARCELONA;TRANSMEC DE BORTOLI GROUP ESPAÑA S.A;;;;;;;;;;650372626;a.loeches@tdbg.es;;
MADRID;ASTURIAS;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
VIZCAYA;BARCELONA;IONEL MATUS;;;;;;;;;;642257897;;;
BARCELONA;GUIPUZCOA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
NAVARRA;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;CANTABRIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;ALAVA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
TOLEDO;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
CADIZ;CADIZ;TRANSPORTES MOYA LOGISTICA INTEGRAL SL;;;;;;;;;;608553000;luis.m.moya.v@gmail.com;;
GUADALAJARA;BARCELONA;ROMERO BERNAL PEDRO;;;;;;;;;;696426913;transfrigo_romero@hotmail.com;;
MADRID ;BARCELONA;ROMERO BERNAL PEDRO;;;;;;;;;;696426913;transfrigo_romero@hotmail.com;;
VALENCIA;BADAJOZ;EUSEBIA GONZALEZ DE LA NATIVIDAD;;;;;;;;;;924832960;anjamaisuse@gmail.com;;
BARCELONA;MADRID;TRANSPORTS BOOMERANG SBD S.L.;;;;;;;;;;937472624;trafico@boomerangsbd.com;;
VALENCIA;LUGO;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
DINAMARCA;BARCELONA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
BARCELONA;VIZCAYA;GOIKOGARR S.L.;;;;;;;;;;607756960;goikogar@hotmail.com;;
BARCELONA;VALENCIA ;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
LEON;VALENCIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;BURGOS;TRANSVEL ARANDA S.L.;;;;;;;;;;947512186;transvel@linarejos.net;;
SEVILLA;VALENCIA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
MALAGA;SEVILLA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
madrid;VALENCIA;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
HUESCA;VALENCIA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;SORIA;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
BARCELONA;GUIPUZCOA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
SEVILLA;VALENCIA;SNARTRES LOGISTICS S.L.;;;;;;;;;;918771840;ruben.anton@sertrans.es;;
MADRID;ZAMORA;JUAN JOSE HERNANDEZ ESCRIBANO;;;;;;;;;;;;;
ALMERIA;MADRID;TRANSPORTES GUERRERO 96 S.L.;;;;;;;;;;902301059;sandra@transportesguerrero.es;;
BARCELONA;GUADALAJARA;MYKOLA NYKOLAYCHUK YASNYTSKA;;;;;;;;;;;;;
TERUEL;VALENCIA;JORGE BONDIA TRANSPORTS S.L.;;;;;;;;;;670357919;trafico@jorgebondiatransports.es;;
GUIPUZCOA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
VALENCIA;BARCELONA;BV CARGO DE MERCANCIAS Y LOGISTICA S.L.;;;;;;;;;;647891919;recogidas@bvcargo.es;;
SEVILLA;VALENCIA;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
MADRID ;BARCELONA;OÑORO FERNANDEZ MIGUEL ANGEL;;;;;;;;;;616443098;transporte_syo@hotmail.com;;
TERUEL;VALENCIA;COTRALUC S. COOP. AND;;;;;;;;;;957514210;cotraluc@hotmail.com;;
BARCELONA;MADRID;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
VIZCAYA;BARCELONA;NORYBAI S.A.;;;;;;;;;;944106616;administracion@norybai.com;;
ALAVA;BARCELONA;GRUPAJES ESTRATEGICOS S.L.;;;;;;;;;;666676078;grupajes.es@gmail.com;;
VALENCIA;BADAJOZ;NEW TRANSPORT BUSINESS LOGISTICA S.L.;;;;;;;;;;932222222;trafico@ntblogistica.com;;
VALENCIA;SEVILLA;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
GRANADA;SEVILLA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
CUENCA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CASTELLON;VALENCIA;SALVADOR POVEDA VALLET;;;;;;;;;;676679240;;;
CASTELLON;VALENCIA ;SALVADOR POVEDA VALLET;;;;;;;;;;676679240;;;
